clustering_method,method_name,selected_columns,abl1,ace,aldr,andr,cdk2,cox1,dhi1,dyr,esr1,fa7,fabp4,gria2,hdac2,hivrt,hmdh,hs90a,hxk4,igf1r,kith,kpcb,lfa1,lkha4,nram,prgr,ptn1,pyrd,reni,urok,xiap,Average
bestpose_SMINA,method1,CHEMPLPFScoreVSTMScore,33.04,28.29,8.21,9.5,18.06,21.07,9.14,34.67,25.86,52.44,6.49,28.42,17.31,13.05,44.58,23.75,1.08,25.74,28.53,45.1,13.07,30.91,15.37,12.05,37.45,31.74,8.62,32.74,50.74,24.380000000000003
bestpose_SMINA,method2,CHEMPLPFScoreVSTMScore,33.04,28.29,8.21,9.5,18.06,21.07,9.14,34.67,25.86,52.44,6.49,28.42,17.31,13.05,44.58,23.75,1.08,25.74,28.53,45.1,13.07,30.91,15.37,12.05,37.45,31.74,8.62,32.74,50.74,24.380000000000003
bestpose_SMINA,method3,CHEMPLPFScoreVSTMScore,33.04,28.29,8.21,9.5,18.06,21.07,9.14,34.67,25.86,52.44,6.49,28.42,17.31,13.05,44.58,23.75,1.08,25.74,28.53,45.1,13.07,30.91,15.37,12.05,37.45,31.74,8.62,32.74,50.74,24.380000000000003
bestpose_SMINA,method4,CHEMPLPFScoreVSTMScore,20.37,24.4,9.47,6.46,13.38,16.45,6.09,15.17,17.5,42.83,6.49,22.74,8.66,18.28,38.71,7.92,1.08,19.64,5.35,41.4,4.36,25.66,12.29,9.64,35.92,29.92,10.54,13.59,45.77,18.278620689655174
bestpose_SMINA,method5,CHEMPLPFScoreVSTMScore,31.39,24.4,7.58,11.4,16.36,20.56,6.7,41.6,26.9,50.69,8.66,30.32,14.07,18.28,48.1,24.88,0.0,26.42,16.05,45.1,11.62,27.99,13.32,10.67,36.68,37.18,10.54,40.16,47.76,24.323448275862066
bestpose_SMINA,method6,CHEMPLPFScoreVSTMScore,40.2,24.4,12.0,28.13,22.73,28.27,19.8,49.4,36.04,54.19,17.32,36.0,12.44,23.5,50.45,23.75,7.54,33.87,44.58,47.31,23.97,29.16,28.68,26.5,39.74,50.78,12.46,43.86,51.74,31.683103448275865
bestpose_SMINA,method7,CHEMPLPFScoreVSTMScore,40.2,24.4,12.0,28.13,22.73,28.27,19.8,49.4,36.04,54.19,17.32,36.0,12.44,23.5,50.45,23.75,7.54,33.87,44.58,47.31,23.97,29.16,28.68,26.5,39.74,50.78,12.46,43.86,51.74,31.683103448275865
bestpose_SMINA,method1,CHEMPLPFScoreVSCORCH,24.23,34.66,10.1,16.73,11.47,21.07,18.59,32.5,24.81,37.58,8.66,18.95,18.4,10.44,39.3,1.13,11.85,16.93,28.53,34.01,8.71,33.24,23.56,12.05,29.81,30.83,15.33,28.42,33.83,21.921379310344832
bestpose_SMINA,method2,CHEMPLPFScoreVSCORCH,24.23,34.66,10.1,16.73,11.47,21.07,18.59,32.5,24.81,37.58,8.66,18.95,18.4,10.44,39.3,1.13,11.85,16.93,28.53,34.01,8.71,33.24,23.56,12.05,29.81,30.83,15.33,28.42,33.83,21.921379310344832
bestpose_SMINA,method3,CHEMPLPFScoreVSCORCH,24.23,34.66,10.1,16.73,11.47,21.07,18.59,32.5,24.81,37.58,8.66,18.95,18.4,10.44,39.3,1.13,11.85,16.93,28.53,34.01,8.71,33.24,23.56,12.05,29.81,30.83,15.33,28.42,33.83,21.921379310344832
bestpose_SMINA,method4,CHEMPLPFScoreVSCORCH,18.17,39.26,3.79,7.22,10.83,13.88,16.15,22.53,12.28,32.34,8.66,22.74,17.86,15.67,45.17,0.0,12.93,18.29,14.27,39.18,7.26,30.32,20.49,9.98,26.75,30.83,18.2,10.5,25.87,19.014482758620687
bestpose_SMINA,method5,CHEMPLPFScoreVSCORCH,24.78,33.95,7.58,12.16,10.2,19.53,17.06,33.8,21.16,44.57,10.82,17.05,20.02,5.22,41.06,1.13,12.93,17.61,21.4,29.57,7.99,29.74,24.59,9.64,22.16,31.74,20.12,33.36,34.83,21.233448275862074
bestpose_SMINA,method6,CHEMPLPFScoreVSCORCH,31.94,26.52,8.84,23.19,12.74,21.59,21.33,47.23,32.13,49.82,10.82,25.9,5.41,13.05,38.71,9.05,15.08,25.06,30.31,25.14,17.43,18.08,22.54,19.96,29.81,40.8,14.37,42.01,35.82,24.644137931034482
bestpose_SMINA,method7,CHEMPLPFScoreVSCORCH,31.94,26.52,8.84,23.19,12.74,21.59,21.33,47.23,32.13,49.82,10.82,25.9,5.41,13.05,38.71,9.05,15.08,25.06,30.31,25.14,17.43,18.08,22.54,19.96,29.81,40.8,14.37,42.01,35.82,24.644137931034482
bestpose_SMINA,method1,CHEMPLPTMScoreCORCH,20.37,25.82,3.79,3.04,15.51,14.39,5.79,24.7,9.66,43.7,0.0,10.74,6.49,10.44,31.68,10.18,1.08,16.93,0.0,34.75,5.81,20.99,8.2,3.79,25.98,20.85,8.62,25.95,35.82,15.347241379310349
bestpose_SMINA,method2,CHEMPLPTMScoreCORCH,20.37,25.82,3.79,3.04,15.51,14.39,5.79,24.7,9.66,43.7,0.0,10.74,6.49,10.44,31.68,10.18,1.08,16.93,0.0,34.75,5.81,20.99,8.2,3.79,25.98,20.85,8.62,25.95,35.82,15.347241379310349
bestpose_SMINA,method3,CHEMPLPTMScoreCORCH,20.37,25.82,3.79,3.04,15.51,14.39,5.79,24.7,9.66,43.7,0.0,10.74,6.49,10.44,31.68,10.18,1.08,16.93,0.0,34.75,5.81,20.99,8.2,3.79,25.98,20.85,8.62,25.95,35.82,15.347241379310349
bestpose_SMINA,method4,CHEMPLPTMScoreCORCH,17.07,22.63,0.63,2.28,12.32,12.34,7.62,19.07,7.57,37.58,2.16,12.63,4.33,13.05,33.44,3.39,6.46,16.26,0.0,32.53,3.63,16.33,9.22,5.51,25.22,25.39,10.54,12.36,29.85,13.841724137931035
bestpose_SMINA,method5,CHEMPLPTMScoreCORCH,19.27,22.63,1.89,3.42,13.38,14.91,6.09,25.57,10.45,48.07,0.0,10.11,4.33,13.05,30.5,5.65,0.0,16.26,0.0,29.57,5.08,19.24,6.15,3.79,18.34,20.85,5.75,23.48,36.82,14.298275862068966
bestpose_SMINA,method6,CHEMPLPTMScoreCORCH,17.62,20.51,0.0,3.04,18.06,12.85,7.31,26.0,7.31,41.08,0.0,7.58,2.71,2.61,13.49,3.39,9.69,15.58,0.0,25.14,2.9,7.58,10.24,4.13,16.05,21.76,8.62,30.27,24.88,12.427586206896553
bestpose_SMINA,method7,CHEMPLPTMScoreCORCH,17.62,20.51,0.0,3.04,18.06,12.85,7.31,26.0,7.31,41.08,0.0,7.58,2.71,2.61,13.49,3.39,9.69,15.58,0.0,25.14,2.9,7.58,10.24,4.13,16.05,21.76,8.62,30.27,24.88,12.427586206896553
bestpose_SMINA,method1,RFScoreVSTMScoreCORCH,31.94,29.71,7.58,15.2,23.58,22.1,12.19,52.43,33.43,54.19,8.66,31.58,5.41,15.67,47.51,27.14,10.77,25.74,1.78,43.62,15.25,19.24,25.61,15.83,34.39,35.36,17.25,51.89,51.74,26.441034482758624
bestpose_SMINA,method2,RFScoreVSTMScoreCORCH,31.94,29.71,7.58,15.2,23.58,22.1,12.19,52.43,33.43,54.19,8.66,31.58,5.41,15.67,47.51,27.14,10.77,25.74,1.78,43.62,15.25,19.24,25.61,15.83,34.39,35.36,17.25,51.89,51.74,26.441034482758624
bestpose_SMINA,method3,RFScoreVSTMScoreCORCH,31.94,29.71,7.58,15.2,23.58,22.1,12.19,52.43,33.43,54.19,8.66,31.58,5.41,15.67,47.51,27.14,10.77,25.74,1.78,43.62,15.25,19.24,25.61,15.83,34.39,35.36,17.25,51.89,51.74,26.441034482758624
bestpose_SMINA,method4,RFScoreVSTMScoreCORCH,22.58,23.34,3.16,13.3,19.54,16.45,12.8,44.2,19.07,51.57,6.49,23.37,3.79,23.5,49.27,18.09,12.93,23.71,3.57,43.62,9.44,14.0,20.49,11.7,28.28,29.92,18.2,45.72,32.84,22.239310344827587
bestpose_SMINA,method5,RFScoreVSTMScoreCORCH,29.74,26.88,5.05,12.54,20.82,22.1,10.36,51.57,31.6,52.44,6.49,29.69,4.87,18.28,48.69,27.14,9.69,26.42,1.78,42.14,12.35,19.83,22.54,13.08,25.22,29.02,17.25,51.89,50.74,24.8348275862069
bestpose_SMINA,method6,RFScoreVSTMScoreCORCH,33.04,22.28,8.21,23.19,22.09,23.64,19.8,52.43,33.69,53.31,10.82,29.05,4.87,18.28,39.3,16.96,16.16,28.45,24.96,42.88,20.33,15.75,21.51,23.75,29.81,42.62,14.37,48.8,42.78,27.00448275862069
bestpose_SMINA,method7,RFScoreVSTMScoreCORCH,33.04,22.28,8.21,23.19,22.09,23.64,19.8,52.43,33.69,53.31,10.82,29.05,4.87,18.28,39.3,16.96,16.16,28.45,24.96,42.88,20.33,15.75,21.51,23.75,29.81,42.62,14.37,48.8,42.78,27.00448275862069
bestpose_SMINA,method1,CHEMPLPFScoreVSTMScoreCORCH,31.94,32.18,6.31,12.16,19.97,21.59,11.27,42.47,27.68,53.31,6.49,29.05,15.15,15.67,46.34,21.49,8.62,24.38,23.18,44.36,12.35,29.16,19.46,13.08,35.16,31.74,15.33,42.63,47.76,25.526896551724146
bestpose_SMINA,method2,CHEMPLPFScoreVSTMScoreCORCH,31.94,32.18,6.31,12.16,19.97,21.59,11.27,42.47,27.68,53.31,6.49,29.05,15.15,15.67,46.34,21.49,8.62,24.38,23.18,44.36,12.35,29.16,19.46,13.08,35.16,31.74,15.33,42.63,47.76,25.526896551724146
bestpose_SMINA,method3,CHEMPLPFScoreVSTMScoreCORCH,31.94,32.18,6.31,12.16,19.97,21.59,11.27,42.47,27.68,53.31,6.49,29.05,15.15,15.67,46.34,21.49,8.62,24.38,23.18,44.36,12.35,29.16,19.46,13.08,35.16,31.74,15.33,42.63,47.76,25.526896551724146
bestpose_SMINA,method4,CHEMPLPFScoreVSTMScoreCORCH,19.82,26.52,3.79,6.46,16.36,16.45,13.1,28.17,14.1,48.07,12.99,22.11,10.28,23.5,46.93,7.92,9.69,19.64,5.35,43.62,4.36,20.99,17.42,10.32,29.04,30.83,17.25,19.15,37.81,20.070344827586215
bestpose_SMINA,method5,CHEMPLPFScoreVSTMScoreCORCH,33.04,30.41,5.68,11.4,20.39,21.07,12.49,45.07,28.47,49.82,6.49,28.42,11.36,18.28,45.17,26.01,8.62,23.71,8.92,42.14,10.89,28.57,20.49,13.08,29.04,35.36,16.29,47.57,44.78,24.932068965517246
bestpose_SMINA,method6,CHEMPLPFScoreVSTMScoreCORCH,33.04,29.71,8.21,20.91,22.52,23.13,21.33,50.7,33.69,53.31,10.82,27.79,6.49,13.05,40.47,16.96,16.16,26.42,24.96,43.62,17.43,20.41,23.56,20.99,29.81,40.8,14.37,46.95,44.78,26.978965517241374
bestpose_SMINA,method7,CHEMPLPFScoreVSTMScoreCORCH,33.04,29.71,8.21,20.91,22.52,23.13,21.33,50.7,33.69,53.31,10.82,27.79,6.49,13.05,40.47,16.96,16.16,26.42,24.96,43.62,17.43,20.41,23.56,20.99,29.81,40.8,14.37,46.95,44.78,26.978965517241374
bestpose_PLANTS,method1,CHEMPLPFScoreVS,22.77,17.45,32.98,22.6,6.02,12.23,10.12,2.65,23.88,21.66,36.57,10.69,14.0,13.84,33.47,2.29,3.29,29.98,33.36,24.58,12.96,36.73,9.25,20.2,27.86,28.14,14.62,6.84,3.4,18.42862068965517
bestpose_PLANTS,method2,CHEMPLPFScoreVS,22.77,17.45,32.98,22.6,6.02,12.23,10.12,2.65,23.88,21.66,36.57,10.69,14.0,13.84,33.47,2.29,3.29,29.98,33.36,24.58,12.96,36.73,9.25,20.2,27.86,28.14,14.62,6.84,3.4,18.42862068965517
bestpose_PLANTS,method3,CHEMPLPFScoreVS,22.77,17.45,32.98,22.6,6.02,12.23,10.12,2.65,23.88,21.66,36.57,10.69,14.0,13.84,33.47,2.29,3.29,29.98,33.36,24.58,12.96,36.73,9.25,20.2,27.86,28.14,14.62,6.84,3.4,18.42862068965517
bestpose_PLANTS,method4,CHEMPLPFScoreVS,21.1,16.03,33.66,17.16,6.88,12.23,7.05,4.42,22.83,19.86,36.57,11.67,13.46,11.08,32.89,0.0,4.39,19.08,31.6,23.09,4.58,36.73,4.11,14.79,28.64,27.23,16.57,5.59,3.4,16.782413793103448
bestpose_PLANTS,method5,CHEMPLPFScoreVS,28.32,16.03,32.98,30.55,7.31,12.74,14.1,4.42,24.14,29.79,36.57,11.67,14.0,16.61,32.3,8.02,1.1,32.02,31.6,21.6,14.49,34.4,15.41,32.46,27.09,28.14,8.77,8.7,3.4,19.956206896551723
bestpose_PLANTS,method6,CHEMPLPFScoreVS,36.09,14.96,35.0,35.99,10.11,14.27,20.54,15.92,39.89,34.3,17.21,20.41,15.61,22.15,33.47,10.31,4.39,33.39,43.89,18.62,23.64,34.98,19.52,36.79,38.7,49.92,5.85,14.91,3.4,24.28379310344827
bestpose_PLANTS,method7,CHEMPLPFScoreVS,36.09,14.96,35.0,35.99,10.11,14.27,20.54,15.92,39.89,34.3,17.21,20.41,15.61,22.15,33.47,10.31,4.39,33.39,43.89,18.62,23.64,34.98,19.52,36.79,38.7,49.92,5.85,14.91,3.4,24.28379310344827
bestpose_PLANTS,method1,CHEMPLPTMScore,14.99,13.18,20.19,2.93,17.64,6.63,0.61,0.0,16.53,19.86,23.66,2.92,11.31,8.31,29.36,3.44,0.0,19.76,8.78,28.31,1.53,13.99,3.08,7.21,24.77,14.52,0.97,12.43,3.4,11.389999999999999
bestpose_PLANTS,method2,CHEMPLPTMScore,14.99,13.18,20.19,2.93,17.64,6.63,0.61,0.0,16.53,19.86,23.66,2.92,11.31,8.31,29.36,3.44,0.0,19.76,8.78,28.31,1.53,13.99,3.08,7.21,24.77,14.52,0.97,12.43,3.4,11.389999999999999
bestpose_PLANTS,method3,CHEMPLPTMScore,14.99,13.18,20.19,2.93,17.64,6.63,0.61,0.0,16.53,19.86,23.66,2.92,11.31,8.31,29.36,3.44,0.0,19.76,8.78,28.31,1.53,13.99,3.08,7.21,24.77,14.52,0.97,12.43,3.4,11.389999999999999
bestpose_PLANTS,method4,CHEMPLPTMScore,11.66,11.4,20.19,3.35,11.62,6.63,0.92,0.0,15.74,13.54,23.66,0.97,8.61,5.54,29.95,0.0,0.0,17.71,5.27,24.58,3.05,13.99,2.06,6.49,23.22,15.43,2.92,2.49,3.4,9.80655172413793
bestpose_PLANTS,method5,CHEMPLPTMScore,17.21,12.46,20.19,2.09,21.3,6.63,0.61,0.0,15.74,27.08,19.36,4.86,12.38,5.54,27.01,8.02,0.0,19.08,7.02,30.54,2.29,13.99,4.11,7.21,24.77,15.43,0.97,13.05,3.4,11.804827586206898
bestpose_PLANTS,method6,CHEMPLPTMScore,16.66,13.89,19.52,2.51,21.73,10.7,0.92,0.88,21.78,30.69,2.15,4.86,11.84,5.54,26.43,8.02,0.0,19.76,5.27,35.01,1.53,15.16,5.14,10.1,32.51,12.71,0.97,11.19,3.4,12.09896551724138
bestpose_PLANTS,method7,CHEMPLPTMScore,16.66,13.89,19.52,2.51,21.73,10.7,0.92,0.88,21.78,30.69,2.15,4.86,11.84,5.54,26.43,8.02,0.0,19.76,5.27,35.01,1.53,15.16,5.14,10.1,32.51,12.71,0.97,11.19,3.4,12.09896551724138
bestpose_PLANTS,method1,CHEMPLPCORCH,9.44,16.74,8.08,7.11,7.96,7.65,4.9,2.21,7.08,9.93,10.76,4.86,7.0,2.77,9.98,2.29,2.19,3.41,3.51,5.21,2.29,13.99,0.0,1.44,20.12,14.52,14.62,13.05,0.0,7.348620689655174
bestpose_PLANTS,method2,CHEMPLPCORCH,9.44,16.74,8.08,7.11,7.96,7.65,4.9,2.21,7.08,9.93,10.76,4.86,7.0,2.77,9.98,2.29,2.19,3.41,3.51,5.21,2.29,13.99,0.0,1.44,20.12,14.52,14.62,13.05,0.0,7.348620689655174
bestpose_PLANTS,method3,CHEMPLPCORCH,9.44,16.74,8.08,7.11,7.96,7.65,4.9,2.21,7.08,9.93,10.76,4.86,7.0,2.77,9.98,2.29,2.19,3.41,3.51,5.21,2.29,13.99,0.0,1.44,20.12,14.52,14.62,13.05,0.0,7.348620689655174
bestpose_PLANTS,method4,CHEMPLPCORCH,10.55,21.37,1.35,6.7,7.1,9.18,8.28,2.65,7.08,9.93,10.76,1.94,7.0,5.54,9.98,0.0,2.19,1.36,1.76,10.43,3.05,12.83,0.0,3.61,17.8,20.88,20.47,5.59,1.7,7.623448275862071
bestpose_PLANTS,method5,CHEMPLPCORCH,7.77,9.26,2.02,5.86,8.82,6.63,5.82,2.21,2.36,9.93,2.15,2.92,2.69,2.77,0.0,2.29,6.58,0.68,0.0,2.23,4.58,6.41,2.06,2.53,15.48,9.98,10.72,13.67,0.0,5.117931034482759
bestpose_PLANTS,method6,CHEMPLPCORCH,6.11,8.19,1.35,2.93,8.17,5.1,3.37,2.65,2.1,7.22,0.0,2.92,0.54,0.0,0.0,2.29,9.87,0.68,0.0,0.74,3.81,1.75,2.06,1.8,13.16,4.54,9.75,13.67,0.0,3.9575862068965515
bestpose_PLANTS,method7,CHEMPLPCORCH,6.11,8.19,1.35,2.93,8.17,5.1,3.37,2.65,2.1,7.22,0.0,2.92,0.54,0.0,0.0,2.29,9.87,0.68,0.0,0.74,3.81,1.75,2.06,1.8,13.16,4.54,9.75,13.67,0.0,3.9575862068965515
bestpose_PLANTS,method1,RFScoreVSTMScore,25.54,14.24,27.6,20.51,21.08,12.74,11.65,10.17,34.9,39.72,17.21,15.55,9.69,19.38,41.11,13.75,0.0,36.79,15.8,39.48,12.2,22.74,19.52,29.22,43.35,29.95,1.95,30.45,3.4,21.368620689655177
bestpose_PLANTS,method2,RFScoreVSTMScore,25.54,14.24,27.6,20.51,21.08,12.74,11.65,10.17,34.9,39.72,17.21,15.55,9.69,19.38,41.11,13.75,0.0,36.79,15.8,39.48,12.2,22.74,19.52,29.22,43.35,29.95,1.95,30.45,3.4,21.368620689655177
bestpose_PLANTS,method3,RFScoreVSTMScore,25.54,14.24,27.6,20.51,21.08,12.74,11.65,10.17,34.9,39.72,17.21,15.55,9.69,19.38,41.11,13.75,0.0,36.79,15.8,39.48,12.2,22.74,19.52,29.22,43.35,29.95,1.95,30.45,3.4,21.368620689655177
bestpose_PLANTS,method4,RFScoreVSTMScore,19.99,13.89,26.92,17.16,19.36,12.74,7.97,9.73,34.64,39.72,17.21,14.58,9.69,13.84,41.11,12.6,1.1,31.34,12.29,37.99,6.86,19.24,20.55,23.81,43.35,26.32,4.87,31.07,3.4,19.77034482758621
bestpose_PLANTS,method5,RFScoreVSTMScore,25.54,14.24,28.27,17.58,19.79,13.25,13.79,9.73,34.37,37.91,19.36,14.58,9.69,19.38,40.52,13.75,1.1,37.47,26.34,35.76,19.06,25.07,19.52,30.3,42.57,26.32,3.9,29.21,3.4,21.785172413793106
bestpose_PLANTS,method6,RFScoreVSTMScore,32.76,13.89,32.98,36.83,20.65,14.78,19.62,16.8,40.93,37.01,17.21,20.41,15.07,22.15,40.52,13.75,0.0,39.52,42.14,32.03,21.35,32.07,23.63,38.6,43.35,52.64,3.9,25.48,3.4,25.981724137931035
bestpose_PLANTS,method7,RFScoreVSTMScore,32.76,13.89,32.98,36.83,20.65,14.78,19.62,16.8,40.93,37.01,17.21,20.41,15.07,22.15,40.52,13.75,0.0,39.52,42.14,32.03,21.35,32.07,23.63,38.6,43.35,52.64,3.9,25.48,3.4,25.981724137931035
bestpose_PLANTS,method1,RFScoreVSCORCH,25.54,17.09,22.89,25.53,11.62,12.74,19.31,16.36,31.49,30.69,8.61,23.33,7.54,16.61,23.49,6.87,20.83,19.08,10.53,16.39,13.73,22.74,17.47,23.81,23.99,30.86,7.8,26.72,3.4,18.519310344827584
bestpose_PLANTS,method2,RFScoreVSCORCH,25.54,17.09,22.89,25.53,11.62,12.74,19.31,16.36,31.49,30.69,8.61,23.33,7.54,16.61,23.49,6.87,20.83,19.08,10.53,16.39,13.73,22.74,17.47,23.81,23.99,30.86,7.8,26.72,3.4,18.519310344827584
bestpose_PLANTS,method3,RFScoreVSCORCH,25.54,17.09,22.89,25.53,11.62,12.74,19.31,16.36,31.49,30.69,8.61,23.33,7.54,16.61,23.49,6.87,20.83,19.08,10.53,16.39,13.73,22.74,17.47,23.81,23.99,30.86,7.8,26.72,3.4,18.519310344827584
bestpose_PLANTS,method4,RFScoreVSCORCH,19.44,26.71,12.79,23.02,12.91,13.25,16.25,15.92,23.35,25.28,6.45,23.33,7.0,11.08,16.44,1.15,24.12,17.71,1.76,25.33,8.39,19.82,15.41,14.43,21.67,24.51,10.72,26.72,3.4,16.150344827586206
bestpose_PLANTS,method5,RFScoreVSCORCH,17.77,14.6,12.79,13.81,11.4,12.23,16.55,10.61,23.62,34.3,2.15,16.53,7.54,8.31,7.63,9.16,17.54,16.35,19.31,17.13,17.54,8.75,19.52,14.79,17.8,22.69,7.8,26.1,3.4,14.74896551724138
bestpose_PLANTS,method6,RFScoreVSCORCH,27.76,14.96,26.25,25.53,10.33,12.74,18.39,12.38,32.01,31.59,2.15,18.47,4.85,16.61,24.67,11.45,15.35,15.67,29.85,13.41,20.59,15.16,15.41,28.86,31.73,44.48,8.77,21.75,3.4,19.123103448275863
bestpose_PLANTS,method7,RFScoreVSCORCH,27.76,14.96,26.25,25.53,10.33,12.74,18.39,12.38,32.01,31.59,2.15,18.47,4.85,16.61,24.67,11.45,15.35,15.67,29.85,13.41,20.59,15.16,15.41,28.86,31.73,44.48,8.77,21.75,3.4,19.123103448275863
bestpose_PLANTS,method1,RTMScoreCORCH,16.66,12.46,0.67,5.86,18.72,12.23,3.99,4.42,19.42,28.89,2.15,10.69,10.77,11.08,15.86,11.45,8.77,14.99,0.0,23.84,3.81,5.83,6.17,9.02,26.32,9.98,2.92,30.45,3.4,11.407586206896553
bestpose_PLANTS,method2,RTMScoreCORCH,16.66,12.46,0.67,5.86,18.72,12.23,3.99,4.42,19.42,28.89,2.15,10.69,10.77,11.08,15.86,11.45,8.77,14.99,0.0,23.84,3.81,5.83,6.17,9.02,26.32,9.98,2.92,30.45,3.4,11.407586206896553
bestpose_PLANTS,method3,RTMScoreCORCH,16.66,12.46,0.67,5.86,18.72,12.23,3.99,4.42,19.42,28.89,2.15,10.69,10.77,11.08,15.86,11.45,8.77,14.99,0.0,23.84,3.81,5.83,6.17,9.02,26.32,9.98,2.92,30.45,3.4,11.407586206896553
bestpose_PLANTS,method4,RTMScoreCORCH,12.77,11.4,1.35,7.53,15.49,11.72,5.21,7.08,12.07,25.28,2.15,17.5,7.0,13.84,20.55,2.29,9.87,5.45,0.0,20.86,6.86,4.08,15.41,6.13,22.45,17.25,3.9,26.72,3.4,10.883103448275863
bestpose_PLANTS,method5,RTMScoreCORCH,16.1,13.18,0.67,5.44,18.5,10.7,4.9,4.86,13.12,30.69,0.0,10.69,11.84,8.31,21.73,10.31,8.77,14.99,0.0,15.64,4.58,4.08,11.3,3.97,17.03,9.08,4.87,28.59,3.4,10.597931034482759
bestpose_PLANTS,method6,RTMScoreCORCH,13.33,8.19,1.35,3.77,15.49,7.65,3.99,4.42,6.3,18.96,0.0,7.78,3.77,2.77,11.75,4.58,10.97,10.22,0.0,12.66,3.81,2.33,5.14,2.53,17.03,5.45,5.85,20.51,1.7,7.320689655172413
bestpose_PLANTS,method7,RTMScoreCORCH,13.33,8.19,1.35,3.77,15.49,7.65,3.99,4.42,6.3,18.96,0.0,7.78,3.77,2.77,11.75,4.58,10.97,10.22,0.0,12.66,3.81,2.33,5.14,2.53,17.03,5.45,5.85,20.51,1.7,7.320689655172413
bestpose_PLANTS,method1,CHEMPLPFScoreVSTMScore,23.32,17.45,27.6,17.58,19.58,13.25,8.28,5.75,31.23,36.11,27.97,15.55,16.69,11.08,41.7,12.6,0.0,30.66,26.34,37.25,4.58,30.9,14.39,19.84,40.25,25.41,9.75,18.64,3.4,20.246551724137927
bestpose_PLANTS,method2,CHEMPLPFScoreVSTMScore,23.32,17.45,27.6,17.58,19.58,13.25,8.28,5.75,31.23,36.11,27.97,15.55,16.69,11.08,41.7,12.6,0.0,30.66,26.34,37.25,4.58,30.9,14.39,19.84,40.25,25.41,9.75,18.64,3.4,20.246551724137927
bestpose_PLANTS,method3,CHEMPLPFScoreVSTMScore,23.32,17.45,27.6,17.58,19.58,13.25,8.28,5.75,31.23,36.11,27.97,15.55,16.69,11.08,41.7,12.6,0.0,30.66,26.34,37.25,4.58,30.9,14.39,19.84,40.25,25.41,9.75,18.64,3.4,20.246551724137927
bestpose_PLANTS,method4,CHEMPLPFScoreVSTMScore,14.99,13.18,29.62,10.46,14.41,12.74,8.89,1.77,22.83,22.57,25.82,4.86,7.54,13.84,37.59,3.44,0.0,25.89,17.56,33.52,6.1,26.24,10.28,17.31,32.51,27.23,6.82,9.32,3.4,15.887241379310343
bestpose_PLANTS,method5,CHEMPLPFScoreVSTMScore,23.32,14.24,27.6,13.81,20.87,14.27,6.44,5.75,32.01,37.91,21.51,10.69,13.46,8.31,42.28,12.6,2.19,23.85,24.58,37.25,3.81,26.82,15.41,19.48,41.02,30.86,4.87,22.99,3.4,19.36551724137931
bestpose_PLANTS,method6,CHEMPLPFScoreVSTMScore,34.98,16.38,32.98,35.99,21.08,14.78,19.62,14.59,40.67,36.11,21.51,17.5,16.15,22.15,42.28,13.75,1.1,38.84,43.89,36.5,19.83,32.65,18.5,37.88,42.57,52.64,4.87,23.61,3.4,26.09655172413793
bestpose_PLANTS,method7,CHEMPLPFScoreVSTMScore,34.98,16.38,32.98,35.99,21.08,14.78,19.62,14.59,40.67,36.11,21.51,17.5,16.15,22.15,42.28,13.75,1.1,38.84,43.89,36.5,19.83,32.65,18.5,37.88,42.57,52.64,4.87,23.61,3.4,26.09655172413793
bestpose_PLANTS,method1,CHEMPLPFScoreVSCORCH,21.1,22.79,32.31,23.02,12.05,12.74,13.18,8.4,28.34,24.37,34.42,15.55,14.0,8.31,31.13,1.15,14.26,24.53,24.58,26.07,7.63,32.65,9.25,18.76,28.64,27.23,17.54,21.75,1.7,19.222413793103446
bestpose_PLANTS,method2,CHEMPLPFScoreVSCORCH,21.1,22.79,32.31,23.02,12.05,12.74,13.18,8.4,28.34,24.37,34.42,15.55,14.0,8.31,31.13,1.15,14.26,24.53,24.58,26.07,7.63,32.65,9.25,18.76,28.64,27.23,17.54,21.75,1.7,19.222413793103446
bestpose_PLANTS,method3,CHEMPLPFScoreVSCORCH,21.1,22.79,32.31,23.02,12.05,12.74,13.18,8.4,28.34,24.37,34.42,15.55,14.0,8.31,31.13,1.15,14.26,24.53,24.58,26.07,7.63,32.65,9.25,18.76,28.64,27.23,17.54,21.75,1.7,19.222413793103446
bestpose_PLANTS,method4,CHEMPLPFScoreVSCORCH,14.44,25.28,12.79,14.23,10.76,12.23,14.1,7.08,14.69,21.66,32.27,7.78,8.61,11.08,31.13,0.0,7.68,15.67,3.51,32.03,4.58,27.4,13.36,13.35,25.54,31.77,22.42,11.81,3.4,15.539655172413791
bestpose_PLANTS,method5,CHEMPLPFScoreVSCORCH,21.1,23.5,24.91,19.25,11.4,13.76,11.65,8.84,25.19,25.28,32.27,14.58,12.92,5.54,27.01,1.15,13.16,21.8,22.82,23.09,6.86,26.82,7.19,18.4,23.99,30.86,13.64,24.24,3.4,17.74551724137931
bestpose_PLANTS,method6,CHEMPLPFScoreVSCORCH,26.65,18.87,26.25,24.69,11.83,13.76,19.01,13.27,33.85,33.4,8.61,16.53,5.92,16.61,28.19,11.45,12.06,19.76,29.85,14.9,16.01,22.15,17.47,29.22,31.73,47.2,13.64,19.89,3.4,20.212758620689655
